Statistik_Code,Statistik_Label,Berichtsjahr,Berufshauptgruppe,Berufsgattung,Referenzberuf,Rechtsgrundlage,Reglementierung,Staatsangehoerigkeit,Neuantraege_Anzahl
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53112,Servicekraft für Schutz und Sicherheit,Bundesrecht,Nicht reglementiert,EU-Länder,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53112,Servicekraft für Schutz und Sicherheit,Bundesrecht,Nicht reglementiert,EWR/Schweiz,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53132,Werkfeuerwehrmann/-frau,Bundesrecht,Nicht reglementiert,Europa,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53132,Werkfeuerwehrmann/-frau,Bundesrecht,Nicht reglementiert,Asien,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53132,Werkfeuerwehrmann/-frau,Bundesrecht,Nicht reglementiert,Übriges Europa,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53132,Werkfeuerwehrmann/-frau,Bundesrecht,Nicht reglementiert,Drittstaaten,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53142,Fachangestellte(r) für Bäderbetriebe,Bundesrecht,Nicht reglementiert,Asien,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53142,Fachangestellte(r) für Bäderbetriebe,Bundesrecht,Nicht reglementiert,Drittstaaten,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53322,Fachkraft für Hygieneüberwachung (Staatlich gepr.),Landesrecht,Nicht reglementiert,Europa,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53322,Fachkraft für Hygieneüberwachung (Staatlich gepr.),Landesrecht,Nicht reglementiert,Afrika,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53322,Fachkraft für Hygieneüberwachung (Staatlich gepr.),Landesrecht,Nicht reglementiert,Übriges Europa,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53322,Fachkraft für Hygieneüberwachung (Staatlich gepr.),Landesrecht,Nicht reglementiert,Drittstaaten,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53323,Hygienekontrolleur/in,Landesrecht,Nicht reglementiert,Europa,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53323,Hygienekontrolleur/in,Landesrecht,Nicht reglementiert,Übriges Europa,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53323,Hygienekontrolleur/in,Landesrecht,Nicht reglementiert,Drittstaaten,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61113,Fachwirt/in für Einkauf (Gepr.) - Bachelor Professional in Procurement,Bundesrecht,Nicht reglementiert,Afrika,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61113,Fachwirt/in für Einkauf (Gepr.) - Bachelor Professional in Procurement,Bundesrecht,Nicht reglementiert,Drittstaaten,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61212,Kaufmann/Kauffrau für Groß- und Außenhandelsmanagement,Bundesrecht,Nicht reglementiert,Deutschland,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61212,Kaufmann/Kauffrau für Groß- und Außenhandelsmanagement,Bundesrecht,Nicht reglementiert,Europa,21
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61212,Kaufmann/Kauffrau für Groß- und Außenhandelsmanagement,Bundesrecht,Nicht reglementiert,Afrika,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61212,Kaufmann/Kauffrau für Groß- und Außenhandelsmanagement,Bundesrecht,Nicht reglementiert,Amerika (gesamt),0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61212,Kaufmann/Kauffrau für Groß- und Außenhandelsmanagement,Bundesrecht,Nicht reglementiert,Südamerika,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61212,Kaufmann/Kauffrau für Groß- und Außenhandelsmanagement,Bundesrecht,Nicht reglementiert,Asien,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61212,Kaufmann/Kauffrau für Groß- und Außenhandelsmanagement,Bundesrecht,Nicht reglementiert,EU-Länder,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61212,Kaufmann/Kauffrau für Groß- und Außenhandelsmanagement,Bundesrecht,Nicht reglementiert,Übriges Europa,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61212,Kaufmann/Kauffrau für Groß- und Außenhandelsmanagement,Bundesrecht,Nicht reglementiert,EWR/Schweiz,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61212,Kaufmann/Kauffrau für Groß- und Außenhandelsmanagement,Bundesrecht,Nicht reglementiert,Drittstaaten,36
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61213,Fachwirt/in für Außenwirtschaft (Gepr.) - Bachelor Professional in Foreign Trade,Bundesrecht,Nicht reglementiert,Deutschland,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61213,Fachwirt/in für Außenwirtschaft (Gepr.) - Bachelor Professional in Foreign Trade,Bundesrecht,Nicht reglementiert,Europa,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61213,Fachwirt/in für Außenwirtschaft (Gepr.) - Bachelor Professional in Foreign Trade,Bundesrecht,Nicht reglementiert,Asien,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61213,Fachwirt/in für Außenwirtschaft (Gepr.) - Bachelor Professional in Foreign Trade,Bundesrecht,Nicht reglementiert,EU-Länder,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61213,Fachwirt/in für Außenwirtschaft (Gepr.) - Bachelor Professional in Foreign Trade,Bundesrecht,Nicht reglementiert,Übriges Europa,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61213,Fachwirt/in für Außenwirtschaft (Gepr.) - Bachelor Professional in Foreign Trade,Bundesrecht,Nicht reglementiert,EWR/Schweiz,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61213,Fachwirt/in für Außenwirtschaft (Gepr.) - Bachelor Professional in Foreign Trade,Bundesrecht,Nicht reglementiert,Drittstaaten,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61282,Kaufmann/Kauffrau im E-Commerce,Bundesrecht,Nicht reglementiert,Afrika,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61282,Kaufmann/Kauffrau im E-Commerce,Bundesrecht,Nicht reglementiert,Asien,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61282,Kaufmann/Kauffrau im E-Commerce,Bundesrecht,Nicht reglementiert,Drittstaaten,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61312,Immobilienkaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Afrika,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61312,Immobilienkaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Drittstaaten,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62102,Kaufmann/Kauffrau im Einzelhandel,Bundesrecht,Nicht reglementiert,Deutschland,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62102,Kaufmann/Kauffrau im Einzelhandel,Bundesrecht,Nicht reglementiert,Europa,69
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62102,Kaufmann/Kauffrau im Einzelhandel,Bundesrecht,Nicht reglementiert,Afrika,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62102,Kaufmann/Kauffrau im Einzelhandel,Bundesrecht,Nicht reglementiert,EU-Länder,21
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62102,Kaufmann/Kauffrau im Einzelhandel,Bundesrecht,Nicht reglementiert,Übriges Europa,48
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62102,Kaufmann/Kauffrau im Einzelhandel,Bundesrecht,Nicht reglementiert,EWR/Schweiz,21
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62102,Kaufmann/Kauffrau im Einzelhandel,Bundesrecht,Nicht reglementiert,Drittstaaten,57
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62102,Verkäufer/in,Bundesrecht,Nicht reglementiert,Deutschland,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62102,Verkäufer/in,Bundesrecht,Nicht reglementiert,Europa,84
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62102,Verkäufer/in,Bundesrecht,Nicht reglementiert,EU-Länder,42
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62102,Verkäufer/in,Bundesrecht,Nicht reglementiert,Übriges Europa,45
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62102,Verkäufer/in,Bundesrecht,Nicht reglementiert,EWR/Schweiz,42
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62102,Verkäufer/in,Bundesrecht,Nicht reglementiert,Drittstaaten,45
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62272,Automobilkaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Europa,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62272,Automobilkaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Afrika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62272,Automobilkaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Übriges Europa,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62272,Automobilkaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Drittstaaten,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62302,Fachverkäufer/in im Lebensmittelhandwerk,Bundesrecht,Nicht reglementiert,Europa,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62302,Fachverkäufer/in im Lebensmittelhandwerk,Bundesrecht,Nicht reglementiert,Afrika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62302,Fachverkäufer/in im Lebensmittelhandwerk,Bundesrecht,Nicht reglementiert,Übriges Europa,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62302,Fachverkäufer/in im Lebensmittelhandwerk,Bundesrecht,Nicht reglementiert,Drittstaaten,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62412,Pharmazeutisch-kaufmännische(r) Angestellte(r),Bundesrecht,Nicht reglementiert,Europa,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62412,Pharmazeutisch-kaufmännische(r) Angestellte(r),Bundesrecht,Nicht reglementiert,Asien,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62412,Pharmazeutisch-kaufmännische(r) Angestellte(r),Bundesrecht,Nicht reglementiert,EU-Länder,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62412,Pharmazeutisch-kaufmännische(r) Angestellte(r),Bundesrecht,Nicht reglementiert,Übriges Europa,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62412,Pharmazeutisch-kaufmännische(r) Angestellte(r),Bundesrecht,Nicht reglementiert,EWR/Schweiz,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62412,Pharmazeutisch-kaufmännische(r) Angestellte(r),Bundesrecht,Nicht reglementiert,Drittstaaten,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Kaufmann/Kauffrau für Tourismus und Freizeit,Bundesrecht,Nicht reglementiert,Deutschland,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Kaufmann/Kauffrau für Tourismus und Freizeit,Bundesrecht,Nicht reglementiert,Europa,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Kaufmann/Kauffrau für Tourismus und Freizeit,Bundesrecht,Nicht reglementiert,Amerika (gesamt),3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Kaufmann/Kauffrau für Tourismus und Freizeit,Bundesrecht,Nicht reglementiert,Südamerika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Kaufmann/Kauffrau für Tourismus und Freizeit,Bundesrecht,Nicht reglementiert,Asien,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Kaufmann/Kauffrau für Tourismus und Freizeit,Bundesrecht,Nicht reglementiert,EU-Länder,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Kaufmann/Kauffrau für Tourismus und Freizeit,Bundesrecht,Nicht reglementiert,Übriges Europa,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Kaufmann/Kauffrau für Tourismus und Freizeit,Bundesrecht,Nicht reglementiert,EWR/Schweiz,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Kaufmann/Kauffrau für Tourismus und Freizeit,Bundesrecht,Nicht reglementiert,Drittstaaten,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Tourismuskaufmann/-kauffrau (Kaufmann/Kauffrau für Privat- und Geschäftsreisen),Bundesrecht,Nicht reglementiert,Deutschland,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Tourismuskaufmann/-kauffrau (Kaufmann/Kauffrau für Privat- und Geschäftsreisen),Bundesrecht,Nicht reglementiert,Europa,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Tourismuskaufmann/-kauffrau (Kaufmann/Kauffrau für Privat- und Geschäftsreisen),Bundesrecht,Nicht reglementiert,Afrika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Tourismuskaufmann/-kauffrau (Kaufmann/Kauffrau für Privat- und Geschäftsreisen),Bundesrecht,Nicht reglementiert,Amerika (gesamt),3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Tourismuskaufmann/-kauffrau (Kaufmann/Kauffrau für Privat- und Geschäftsreisen),Bundesrecht,Nicht reglementiert,Südamerika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Tourismuskaufmann/-kauffrau (Kaufmann/Kauffrau für Privat- und Geschäftsreisen),Bundesrecht,Nicht reglementiert,Asien,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Tourismuskaufmann/-kauffrau (Kaufmann/Kauffrau für Privat- und Geschäftsreisen),Bundesrecht,Nicht reglementiert,EU-Länder,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Tourismuskaufmann/-kauffrau (Kaufmann/Kauffrau für Privat- und Geschäftsreisen),Bundesrecht,Nicht reglementiert,Übriges Europa,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Tourismuskaufmann/-kauffrau (Kaufmann/Kauffrau für Privat- und Geschäftsreisen),Bundesrecht,Nicht reglementiert,EWR/Schweiz,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Tourismuskaufmann/-kauffrau (Kaufmann/Kauffrau für Privat- und Geschäftsreisen),Bundesrecht,Nicht reglementiert,Drittstaaten,27
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63113,Betriebswirt/in für Tourismus,Landesrecht,Nicht reglementiert,Europa,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63113,Betriebswirt/in für Tourismus,Landesrecht,Nicht reglementiert,Übriges Europa,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63113,Betriebswirt/in für Tourismus,Landesrecht,Nicht reglementiert,Drittstaaten,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63122,Sport- und Fitnesskaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Europa,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63122,Sport- und Fitnesskaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Übriges Europa,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63122,Sport- und Fitnesskaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Drittstaaten,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63122,Sportfachmann/-fachfrau,Bundesrecht,Nicht reglementiert,Europa,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63122,Sportfachmann/-fachfrau,Bundesrecht,Nicht reglementiert,Amerika (gesamt),3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63122,Sportfachmann/-fachfrau,Bundesrecht,Nicht reglementiert,Südamerika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63122,Sportfachmann/-fachfrau,Bundesrecht,Nicht reglementiert,EU-Länder,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63122,Sportfachmann/-fachfrau,Bundesrecht,Nicht reglementiert,Übriges Europa,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63122,Sportfachmann/-fachfrau,Bundesrecht,Nicht reglementiert,EWR/Schweiz,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63122,Sportfachmann/-fachfrau,Bundesrecht,Nicht reglementiert,Drittstaaten,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63122,Sportassistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Amerika (gesamt),0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63122,Sportassistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Südamerika,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63122,Sportassistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Drittstaaten,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63212,Kaufmann/Kauffrau für Hotelmanagement,Bundesrecht,Nicht reglementiert,Deutschland,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63212,Kaufmann/Kauffrau für Hotelmanagement,Bundesrecht,Nicht reglementiert,Europa,30
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63212,Kaufmann/Kauffrau für Hotelmanagement,Bundesrecht,Nicht reglementiert,Afrika,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63212,Kaufmann/Kauffrau für Hotelmanagement,Bundesrecht,Nicht reglementiert,Amerika (gesamt),3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63212,Kaufmann/Kauffrau für Hotelmanagement,Bundesrecht,Nicht reglementiert,Südamerika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63212,Kaufmann/Kauffrau für Hotelmanagement,Bundesrecht,Nicht reglementiert,Asien,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63212,Kaufmann/Kauffrau für Hotelmanagement,Bundesrecht,Nicht reglementiert,EU-Länder,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63212,Kaufmann/Kauffrau für Hotelmanagement,Bundesrecht,Nicht reglementiert,Übriges Europa,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63212,Kaufmann/Kauffrau für Hotelmanagement,Bundesrecht,Nicht reglementiert,EWR/Schweiz,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63212,Kaufmann/Kauffrau für Hotelmanagement,Bundesrecht,Nicht reglementiert,Drittstaaten,45
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63212,Fachmann/Fachfrau für Euro-Hotelmanagement (Staatlich gepr.),Landesrecht,Nicht reglementiert,Amerika (gesamt),0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63212,Fachmann/Fachfrau für Euro-Hotelmanagement (Staatlich gepr.),Landesrecht,Nicht reglementiert,Südamerika,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63212,Fachmann/Fachfrau für Euro-Hotelmanagement (Staatlich gepr.),Landesrecht,Nicht reglementiert,Drittstaaten,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63213,Hotelbetriebswirt/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Afrika,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63213,Hotelbetriebswirt/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Drittstaaten,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63222,Hotelfachmann/-fachfrau,Bundesrecht,Nicht reglementiert,Deutschland,3
