Statistik_Code,Statistik_Label,Berichtsjahr,Kontinent,Staatsangehoerigkeit,Rang,Beruf,Neuantraege_Anzahl
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Kenia,3,Ingenieur/in,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Kenia,4,Lehramt/Lehrer/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Kenia,5,Erzieher/in,5
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Kenia,6,Physiotherapeut/in,104
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Kenia,8,Elektroanlagenmonteur/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Kenia,10,Koch/Köchin,4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Kenia,12,Elektroniker/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Kenia,13,"Sozialpädagoge/Sozialpädagogin, Sozialarbeiter/in",3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Kenia,15,Kaufmann/Kauffrau für Büromanagement,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Kenia,17,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Kenia,20,Pflegefachhelfer/in - Krankenpflege (nur in Bayern),1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Kenia,Übrige,Übrige Berufe,13
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Kongo,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Kongo,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Kongo,Übrige,Übrige Berufe,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,"Kongo, Demokratische Republik",1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,"Kongo, Demokratische Republik",Übrige,Übrige Berufe,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Lesotho,Übrige,Übrige Berufe,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Libyen,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),126
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Libyen,3,Ingenieur/in,7
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Libyen,6,Physiotherapeut/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Libyen,7,Zahnarzt/Zahnärztin (im Rahmen der Approbationserteilung),2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Libyen,9,Apotheker/in (im Rahmen der Approbationserteilung),2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Libyen,11,Kraftfahrzeugmechatroniker/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Libyen,19,Industrieelektriker/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Libyen,Übrige,Übrige Berufe,11
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Madagaskar,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),13
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Madagaskar,3,Ingenieur/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Madagaskar,10,Koch/Köchin,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Madagaskar,Übrige,Übrige Berufe,7
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Malawi,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Malawi,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Malawi,4,Lehramt/Lehrer/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Malawi,10,Koch/Köchin,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Malawi,Übrige,Übrige Berufe,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Mali,12,Elektroniker/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Mali,Übrige,Übrige Berufe,2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),591
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),252
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,3,Ingenieur/in,21
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,4,Lehramt/Lehrer/in,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,5,Erzieher/in,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,6,Physiotherapeut/in,88
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,7,Zahnarzt/Zahnärztin (im Rahmen der Approbationserteilung),3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,8,Elektroanlagenmonteur/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,9,Apotheker/in (im Rahmen der Approbationserteilung),5
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,10,Koch/Köchin,59
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,11,Kraftfahrzeugmechatroniker/in,85
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,12,Elektroniker/in,28
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,13,"Sozialpädagoge/Sozialpädagogin, Sozialarbeiter/in",3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,14,Elektroniker/in für Betriebstechnik,33
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,15,Kaufmann/Kauffrau für Büromanagement,39
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,16,Friseur/in,2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,17,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,18,Medizinisch-technische(r) Radiologieassistent/in,8
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,19,Industrieelektriker/in,27
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,20,Pflegefachhelfer/in - Krankenpflege (nur in Bayern),2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Marokko,Übrige,Übrige Berufe,586
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Mauretanien,3,Ingenieur/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Mauritius,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Mosambik,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Mosambik,Übrige,Übrige Berufe,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Namibia,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),47
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Namibia,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Namibia,3,Ingenieur/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Namibia,5,Erzieher/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Namibia,Übrige,Übrige Berufe,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Niger,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Niger,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Niger,Übrige,Übrige Berufe,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Nigeria,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),26
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Nigeria,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),19
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Nigeria,3,Ingenieur/in,7
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Nigeria,4,Lehramt/Lehrer/in,2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Nigeria,5,Erzieher/in,4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Nigeria,7,Zahnarzt/Zahnärztin (im Rahmen der Approbationserteilung),2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Nigeria,12,Elektroniker/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Nigeria,13,"Sozialpädagoge/Sozialpädagogin, Sozialarbeiter/in",4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Nigeria,14,Elektroniker/in für Betriebstechnik,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Nigeria,15,Kaufmann/Kauffrau für Büromanagement,4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Nigeria,17,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Nigeria,18,Medizinisch-technische(r) Radiologieassistent/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Nigeria,19,Industrieelektriker/in,2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Nigeria,Übrige,Übrige Berufe,26
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Ruanda,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),26
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Ruanda,3,Ingenieur/in,4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Ruanda,13,"Sozialpädagoge/Sozialpädagogin, Sozialarbeiter/in",1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Ruanda,15,Kaufmann/Kauffrau für Büromanagement,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Ruanda,Übrige,Übrige Berufe,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Sambia,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Sambia,Übrige,Übrige Berufe,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Senegal,3,Ingenieur/in,2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Senegal,14,Elektroniker/in für Betriebstechnik,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Senegal,Übrige,Übrige Berufe,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Seychellen,Übrige,Übrige Berufe,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Sierra Leone,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Sierra Leone,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Sierra Leone,13,"Sozialpädagoge/Sozialpädagogin, Sozialarbeiter/in",1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Sierra Leone,Übrige,Übrige Berufe,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Simbabwe,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),14
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Simbabwe,5,Erzieher/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Simbabwe,6,Physiotherapeut/in,2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Simbabwe,8,Elektroanlagenmonteur/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Simbabwe,Übrige,Übrige Berufe,4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Somalia,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Sudan,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Sudan,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),30
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Sudan,3,Ingenieur/in,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Sudan,4,Lehramt/Lehrer/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Sudan,7,Zahnarzt/Zahnärztin (im Rahmen der Approbationserteilung),2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Sudan,9,Apotheker/in (im Rahmen der Approbationserteilung),3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Sudan,14,Elektroniker/in für Betriebstechnik,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Sudan,Übrige,Übrige Berufe,8
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Südafrika,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),29
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Südafrika,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Südafrika,4,Lehramt/Lehrer/in,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Südafrika,5,Erzieher/in,4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Südafrika,6,Physiotherapeut/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Südafrika,10,Koch/Köchin,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Südafrika,12,Elektroniker/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Südafrika,13,"Sozialpädagoge/Sozialpädagogin, Sozialarbeiter/in",1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Südafrika,15,Kaufmann/Kauffrau für Büromanagement,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Südafrika,Übrige,Übrige Berufe,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Südsudan,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Südsudan,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Südsudan,15,Kaufmann/Kauffrau für Büromanagement,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Südsudan,18,Medizinisch-technische(r) Radiologieassistent/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Südsudan,19,Industrieelektriker/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Südsudan,Übrige,Übrige Berufe,2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tansania,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),7
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tansania,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tansania,5,Erzieher/in,2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tansania,13,"Sozialpädagoge/Sozialpädagogin, Sozialarbeiter/in",2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tansania,Übrige,Übrige Berufe,2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Togo,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Togo,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Togo,3,Ingenieur/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Togo,11,Kraftfahrzeugmechatroniker/in,2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Togo,12,Elektroniker/in,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Togo,13,"Sozialpädagoge/Sozialpädagogin, Sozialarbeiter/in",1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Togo,14,Elektroniker/in für Betriebstechnik,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Togo,Übrige,Übrige Berufe,4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tschad,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tschad,Übrige,Übrige Berufe,2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),2500
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),104
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,3,Ingenieur/in,29
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,4,Lehramt/Lehrer/in,5
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,5,Erzieher/in,13
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,6,Physiotherapeut/in,144
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,7,Zahnarzt/Zahnärztin (im Rahmen der Approbationserteilung),20
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,9,Apotheker/in (im Rahmen der Approbationserteilung),10
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,10,Koch/Köchin,33
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,11,Kraftfahrzeugmechatroniker/in,23
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,12,Elektroniker/in,14
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,13,"Sozialpädagoge/Sozialpädagogin, Sozialarbeiter/in",1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,14,Elektroniker/in für Betriebstechnik,7
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,15,Kaufmann/Kauffrau für Büromanagement,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,17,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,19
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,18,Medizinisch-technische(r) Radiologieassistent/in,102
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,20,Pflegefachhelfer/in - Krankenpflege (nur in Bayern),58
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Tunesien,Übrige,Übrige Berufe,647
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Uganda,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),14
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Uganda,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Uganda,4,Lehramt/Lehrer/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Uganda,5,Erzieher/in,2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Uganda,8,Elektroanlagenmonteur/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Uganda,10,Koch/Köchin,2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Uganda,12,Elektroniker/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Uganda,13,"Sozialpädagoge/Sozialpädagogin, Sozialarbeiter/in",3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Uganda,15,Kaufmann/Kauffrau für Büromanagement,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Uganda,17,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Uganda,18,Medizinisch-technische(r) Radiologieassistent/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Uganda,20,Pflegefachhelfer/in - Krankenpflege (nur in Bayern),1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Uganda,Übrige,Übrige Berufe,11
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Zentralafrikanische Republik,3,Ingenieur/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Argentinien,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),36
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Argentinien,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),40
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Argentinien,3,Ingenieur/in,4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Argentinien,4,Lehramt/Lehrer/in,8
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Argentinien,5,Erzieher/in,8
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Argentinien,6,Physiotherapeut/in,4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Argentinien,7,Zahnarzt/Zahnärztin (im Rahmen der Approbationserteilung),1
