Statistik_Code,Statistik_Label,Berichtsjahr,Zusammenfassungen ausgewaehlter Berufe,Berufsgattung,Referenzberuf,Rechtsgrundlage,Reglementierung,Geschlecht,Entscheidung,Verfahren_Anzahl
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (reglementiert),Landesrecht,Reglementiert,Frauen,positiv - partieller Berufszugang,27
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (reglementiert),Landesrecht,Reglementiert,Frauen,negativ beschieden,147
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (reglementiert),Landesrecht,Reglementiert,Frauen,sonstige Erledigung/ Verfahren ohne Bescheid beendet,30
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (reglementiert),Landesrecht,Reglementiert,Frauen,noch keine Entscheidung,48
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (reglementiert),Landesrecht,Reglementiert,Männer,Insgesamt,171
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (reglementiert),Landesrecht,Reglementiert,Männer,Verfahren beschieden,69
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (reglementiert),Landesrecht,Reglementiert,Männer,Positiv beschieden,36
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (reglementiert),Landesrecht,Reglementiert,Männer,positiv - volle Gleichwertigkeit,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (reglementiert),Landesrecht,Reglementiert,Männer,Auflage einer Ausgleichsmaßnahme,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (reglementiert),Landesrecht,Reglementiert,Männer,positiv - partieller Berufszugang,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (reglementiert),Landesrecht,Reglementiert,Männer,negativ beschieden,33
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (reglementiert),Landesrecht,Reglementiert,Männer,sonstige Erledigung/ Verfahren ohne Bescheid beendet,54
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (reglementiert),Landesrecht,Reglementiert,Männer,noch keine Entscheidung,48
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Frauen,Insgesamt,2505
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Frauen,Verfahren beschieden,2211
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Frauen,Positiv beschieden,1605
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Frauen,positiv - volle Gleichwertigkeit,549
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Frauen,Auflage einer Ausgleichsmaßnahme,1026
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Frauen,positiv - partieller Berufszugang,30
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Frauen,negativ beschieden,606
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Frauen,sonstige Erledigung/ Verfahren ohne Bescheid beendet,123
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Frauen,noch keine Entscheidung,171
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Männer,Insgesamt,228
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Männer,Verfahren beschieden,213
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Männer,Positiv beschieden,144
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Männer,positiv - volle Gleichwertigkeit,45
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Männer,Auflage einer Ausgleichsmaßnahme,96
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Männer,positiv - partieller Berufszugang,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Männer,negativ beschieden,69
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Männer,sonstige Erledigung/ Verfahren ohne Bescheid beendet,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Männer,noch keine Entscheidung,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Laboratoriumsmedizin,Landesrecht,Reglementiert,Frauen,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Laboratoriumsmedizin,Landesrecht,Reglementiert,Frauen,Verfahren beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Laboratoriumsmedizin,Landesrecht,Reglementiert,Frauen,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Laboratoriumsmedizin,Landesrecht,Reglementiert,Frauen,positiv - volle Gleichwertigkeit,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,"Facharzt/Fachärztin für Mikrobiologie, Virologie und Infektionsepidemiologie",Landesrecht,Reglementiert,Männer,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,"Facharzt/Fachärztin für Mikrobiologie, Virologie und Infektionsepidemiologie",Landesrecht,Reglementiert,Männer,Verfahren beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,"Facharzt/Fachärztin für Mikrobiologie, Virologie und Infektionsepidemiologie",Landesrecht,Reglementiert,Männer,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,"Facharzt/Fachärztin für Mikrobiologie, Virologie und Infektionsepidemiologie",Landesrecht,Reglementiert,Männer,Auflage einer Ausgleichsmaßnahme,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Pathologie,Landesrecht,Reglementiert,Frauen,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Pathologie,Landesrecht,Reglementiert,Frauen,Verfahren beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Pathologie,Landesrecht,Reglementiert,Frauen,Positiv beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Pathologie,Landesrecht,Reglementiert,Frauen,positiv - volle Gleichwertigkeit,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Pathologie,Landesrecht,Reglementiert,Frauen,Auflage einer Ausgleichsmaßnahme,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Rechtsmedizin,Landesrecht,Reglementiert,Männer,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Rechtsmedizin,Landesrecht,Reglementiert,Männer,Verfahren beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Rechtsmedizin,Landesrecht,Reglementiert,Männer,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Rechtsmedizin,Landesrecht,Reglementiert,Männer,sonstige Erledigung/ Verfahren ohne Bescheid beendet,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Transfusionsmedizin,Landesrecht,Reglementiert,Männer,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Transfusionsmedizin,Landesrecht,Reglementiert,Männer,Verfahren beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Transfusionsmedizin,Landesrecht,Reglementiert,Männer,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Transfusionsmedizin,Landesrecht,Reglementiert,Männer,positiv - volle Gleichwertigkeit,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Radiologie,Landesrecht,Reglementiert,Frauen,Insgesamt,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Radiologie,Landesrecht,Reglementiert,Frauen,Verfahren beschieden,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Radiologie,Landesrecht,Reglementiert,Frauen,Positiv beschieden,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Radiologie,Landesrecht,Reglementiert,Frauen,positiv - volle Gleichwertigkeit,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Radiologie,Landesrecht,Reglementiert,Frauen,Auflage einer Ausgleichsmaßnahme,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Radiologie,Landesrecht,Reglementiert,Frauen,sonstige Erledigung/ Verfahren ohne Bescheid beendet,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Radiologie,Landesrecht,Reglementiert,Frauen,noch keine Entscheidung,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Radiologie,Landesrecht,Reglementiert,Männer,Insgesamt,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Radiologie,Landesrecht,Reglementiert,Männer,Verfahren beschieden,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Radiologie,Landesrecht,Reglementiert,Männer,Positiv beschieden,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Radiologie,Landesrecht,Reglementiert,Männer,positiv - volle Gleichwertigkeit,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Radiologie,Landesrecht,Reglementiert,Männer,Auflage einer Ausgleichsmaßnahme,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Radiologie,Landesrecht,Reglementiert,Männer,negativ beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Radiologie,Landesrecht,Reglementiert,Männer,noch keine Entscheidung,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Strahlentherapie,Landesrecht,Reglementiert,Frauen,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Strahlentherapie,Landesrecht,Reglementiert,Frauen,Verfahren beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Strahlentherapie,Landesrecht,Reglementiert,Frauen,Positiv beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Strahlentherapie,Landesrecht,Reglementiert,Frauen,positiv - volle Gleichwertigkeit,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Strahlentherapie,Landesrecht,Reglementiert,Frauen,Auflage einer Ausgleichsmaßnahme,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81404,Facharzt/Fachärztin für Allgemeinmedizin,Landesrecht,Reglementiert,Frauen,Insgesamt,21
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81404,Facharzt/Fachärztin für Allgemeinmedizin,Landesrecht,Reglementiert,Frauen,Verfahren beschieden,21
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81404,Facharzt/Fachärztin für Allgemeinmedizin,Landesrecht,Reglementiert,Frauen,Positiv beschieden,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81404,Facharzt/Fachärztin für Allgemeinmedizin,Landesrecht,Reglementiert,Frauen,positiv - volle Gleichwertigkeit,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81404,Facharzt/Fachärztin für Allgemeinmedizin,Landesrecht,Reglementiert,Frauen,Auflage einer Ausgleichsmaßnahme,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81404,Facharzt/Fachärztin für Allgemeinmedizin,Landesrecht,Reglementiert,Frauen,negativ beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81404,Facharzt/Fachärztin für Allgemeinmedizin,Landesrecht,Reglementiert,Männer,Insgesamt,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81404,Facharzt/Fachärztin für Allgemeinmedizin,Landesrecht,Reglementiert,Männer,Verfahren beschieden,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81404,Facharzt/Fachärztin für Allgemeinmedizin,Landesrecht,Reglementiert,Männer,Positiv beschieden,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81404,Facharzt/Fachärztin für Allgemeinmedizin,Landesrecht,Reglementiert,Männer,positiv - volle Gleichwertigkeit,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81404,Facharzt/Fachärztin für Allgemeinmedizin,Landesrecht,Reglementiert,Männer,Auflage einer Ausgleichsmaßnahme,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81404,Facharzt/Fachärztin für Allgemeinmedizin,Landesrecht,Reglementiert,Männer,negativ beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81404,Facharzt/Fachärztin für Allgemeinmedizin,Landesrecht,Reglementiert,Männer,noch keine Entscheidung,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81414,Facharzt/Fachärztin für Kinder- und Jugendmedizin,Landesrecht,Reglementiert,Frauen,Insgesamt,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81414,Facharzt/Fachärztin für Kinder- und Jugendmedizin,Landesrecht,Reglementiert,Frauen,Verfahren beschieden,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81414,Facharzt/Fachärztin für Kinder- und Jugendmedizin,Landesrecht,Reglementiert,Frauen,Positiv beschieden,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81414,Facharzt/Fachärztin für Kinder- und Jugendmedizin,Landesrecht,Reglementiert,Frauen,positiv - volle Gleichwertigkeit,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81414,Facharzt/Fachärztin für Kinder- und Jugendmedizin,Landesrecht,Reglementiert,Frauen,Auflage einer Ausgleichsmaßnahme,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81414,Facharzt/Fachärztin für Kinder- und Jugendmedizin,Landesrecht,Reglementiert,Frauen,noch keine Entscheidung,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81414,Facharzt/Fachärztin für Kinder- und Jugendmedizin,Landesrecht,Reglementiert,Männer,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81414,Facharzt/Fachärztin für Kinder- und Jugendmedizin,Landesrecht,Reglementiert,Männer,Verfahren beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81414,Facharzt/Fachärztin für Kinder- und Jugendmedizin,Landesrecht,Reglementiert,Männer,Positiv beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81414,Facharzt/Fachärztin für Kinder- und Jugendmedizin,Landesrecht,Reglementiert,Männer,positiv - volle Gleichwertigkeit,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81414,Facharzt/Fachärztin für Kinder- und Jugendmedizin,Landesrecht,Reglementiert,Männer,Auflage einer Ausgleichsmaßnahme,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81414,Facharzt/Fachärztin für Kinder- und Jugendmedizin,Landesrecht,Reglementiert,Männer,negativ beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin,Landesrecht,Reglementiert,Frauen,Insgesamt,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin,Landesrecht,Reglementiert,Frauen,Verfahren beschieden,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin,Landesrecht,Reglementiert,Frauen,Positiv beschieden,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin,Landesrecht,Reglementiert,Frauen,positiv - volle Gleichwertigkeit,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin,Landesrecht,Reglementiert,Frauen,Auflage einer Ausgleichsmaßnahme,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin,Landesrecht,Reglementiert,Frauen,sonstige Erledigung/ Verfahren ohne Bescheid beendet,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin,Landesrecht,Reglementiert,Frauen,noch keine Entscheidung,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin,Landesrecht,Reglementiert,Männer,Insgesamt,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin,Landesrecht,Reglementiert,Männer,Verfahren beschieden,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin,Landesrecht,Reglementiert,Männer,Positiv beschieden,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin,Landesrecht,Reglementiert,Männer,positiv - volle Gleichwertigkeit,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin,Landesrecht,Reglementiert,Männer,Auflage einer Ausgleichsmaßnahme,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin,Landesrecht,Reglementiert,Männer,negativ beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin,Landesrecht,Reglementiert,Männer,noch keine Entscheidung,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Angiologie,Landesrecht,Reglementiert,Frauen,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Angiologie,Landesrecht,Reglementiert,Frauen,Verfahren beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Angiologie,Landesrecht,Reglementiert,Frauen,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Angiologie,Landesrecht,Reglementiert,Frauen,positiv - volle Gleichwertigkeit,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Endokrinologie und Diabetologie,Landesrecht,Reglementiert,Frauen,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Endokrinologie und Diabetologie,Landesrecht,Reglementiert,Frauen,Verfahren beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Endokrinologie und Diabetologie,Landesrecht,Reglementiert,Frauen,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Endokrinologie und Diabetologie,Landesrecht,Reglementiert,Frauen,negativ beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Endokrinologie und Diabetologie,Landesrecht,Reglementiert,Frauen,noch keine Entscheidung,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Endokrinologie und Diabetologie,Landesrecht,Reglementiert,Männer,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Endokrinologie und Diabetologie,Landesrecht,Reglementiert,Männer,Verfahren beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Endokrinologie und Diabetologie,Landesrecht,Reglementiert,Männer,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Endokrinologie und Diabetologie,Landesrecht,Reglementiert,Männer,positiv - volle Gleichwertigkeit,0
