Statistik_Code,Statistik_Label,Berichtsjahr,Berufshauptgruppe,Berufsgattung,Referenzberuf,Rechtsgrundlage,Reglementierung,Geschlecht,Entscheidung,Verfahren_Anzahl
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Mediengestalter/in Digital und Print,Bundesrecht,Nicht reglementiert,Männer,Insgesamt,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Mediengestalter/in Digital und Print,Bundesrecht,Nicht reglementiert,Männer,Verfahren beschieden,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Mediengestalter/in Digital und Print,Bundesrecht,Nicht reglementiert,Männer,Positiv beschieden,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Mediengestalter/in Digital und Print,Bundesrecht,Nicht reglementiert,Männer,positiv - volle Gleichwertigkeit,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Mediengestalter/in Digital und Print,Bundesrecht,Nicht reglementiert,Männer,teilweise Gleichwertigkeit,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Mediengestalter/in Digital und Print,Bundesrecht,Nicht reglementiert,Männer,negativ beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Mediengestalter/in Digital und Print,Bundesrecht,Nicht reglementiert,Männer,noch keine Entscheidung,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Frauen,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Frauen,Verfahren beschieden,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Frauen,Positiv beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Frauen,positiv - volle Gleichwertigkeit,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Frauen,teilweise Gleichwertigkeit,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Frauen,negativ beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,Verfahren beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,negativ beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,sonstige Erledigung/ Verfahren ohne Bescheid beendet,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,noch keine Entscheidung,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in - Grafikdesign und Objektdesign,Landesrecht,Nicht reglementiert,Frauen,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in - Grafikdesign und Objektdesign,Landesrecht,Nicht reglementiert,Frauen,Verfahren beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in - Grafikdesign und Objektdesign,Landesrecht,Nicht reglementiert,Frauen,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in - Grafikdesign und Objektdesign,Landesrecht,Nicht reglementiert,Frauen,positiv - volle Gleichwertigkeit,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in - Grafikdesign und Objektdesign,Landesrecht,Nicht reglementiert,Frauen,negativ beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in - Grafikdesign und Objektdesign,Landesrecht,Nicht reglementiert,Männer,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in - Grafikdesign und Objektdesign,Landesrecht,Nicht reglementiert,Männer,Verfahren beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in - Grafikdesign und Objektdesign,Landesrecht,Nicht reglementiert,Männer,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in - Grafikdesign und Objektdesign,Landesrecht,Nicht reglementiert,Männer,negativ beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in - Medien/Kommunikation,Landesrecht,Nicht reglementiert,Männer,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in - Medien/Kommunikation,Landesrecht,Nicht reglementiert,Männer,Verfahren beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in - Medien/Kommunikation,Landesrecht,Nicht reglementiert,Männer,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23212,Gestaltungstechnische(r) Assistent/in - Medien/Kommunikation,Landesrecht,Nicht reglementiert,Männer,noch keine Entscheidung,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23213,Gestalter/in für Kommunikationsdesign (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23213,Gestalter/in für Kommunikationsdesign (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,Verfahren beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23213,Gestalter/in für Kommunikationsdesign (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23213,Gestalter/in für Kommunikationsdesign (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,sonstige Erledigung/ Verfahren ohne Bescheid beendet,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23222,Kommunikationsdesigner/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Frauen,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23222,Kommunikationsdesigner/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Frauen,Verfahren beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23222,Kommunikationsdesigner/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Frauen,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23222,Kommunikationsdesigner/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Frauen,sonstige Erledigung/ Verfahren ohne Bescheid beendet,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23222,Mediendesigner/in Film und Audiovision (Staatlich anerkannt),Landesrecht,Nicht reglementiert,Männer,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23222,Mediendesigner/in Film und Audiovision (Staatlich anerkannt),Landesrecht,Nicht reglementiert,Männer,Verfahren beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23222,Mediendesigner/in Film und Audiovision (Staatlich anerkannt),Landesrecht,Nicht reglementiert,Männer,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23222,Mediendesigner/in Film und Audiovision (Staatlich anerkannt),Landesrecht,Nicht reglementiert,Männer,sonstige Erledigung/ Verfahren ohne Bescheid beendet,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23322,Fotograf/in,Bundesrecht,Nicht reglementiert,Frauen,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23322,Fotograf/in,Bundesrecht,Nicht reglementiert,Frauen,Verfahren beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23322,Fotograf/in,Bundesrecht,Nicht reglementiert,Frauen,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23322,Fotograf/in,Bundesrecht,Nicht reglementiert,Frauen,positiv - volle Gleichwertigkeit,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23322,Fotograf/in,Bundesrecht,Nicht reglementiert,Frauen,sonstige Erledigung/ Verfahren ohne Bescheid beendet,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23322,Fotograf/in,Bundesrecht,Nicht reglementiert,Männer,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23322,Fotograf/in,Bundesrecht,Nicht reglementiert,Männer,Verfahren beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23322,Fotograf/in,Bundesrecht,Nicht reglementiert,Männer,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23322,Fotograf/in,Bundesrecht,Nicht reglementiert,Männer,positiv - volle Gleichwertigkeit,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23322,Fotograf/in,Bundesrecht,Nicht reglementiert,Männer,noch keine Entscheidung,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23412,Medientechnologe/-technologin Druck,Bundesrecht,Nicht reglementiert,Männer,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23412,Medientechnologe/-technologin Druck,Bundesrecht,Nicht reglementiert,Männer,Verfahren beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23412,Medientechnologe/-technologin Druck,Bundesrecht,Nicht reglementiert,Männer,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23412,Medientechnologe/-technologin Druck,Bundesrecht,Nicht reglementiert,Männer,positiv - volle Gleichwertigkeit,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23413,Techniker/in Fachrichtung Druck- und Medientechnik (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23413,Techniker/in Fachrichtung Druck- und Medientechnik (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,Verfahren beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23413,Techniker/in Fachrichtung Druck- und Medientechnik (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23413,Techniker/in Fachrichtung Druck- und Medientechnik (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,positiv - volle Gleichwertigkeit,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23413,Techniker/in Fachrichtung Druck- und Medientechnik (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,negativ beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23422,Medientechnologe/-technologin Druckverarbeitung,Bundesrecht,Nicht reglementiert,Frauen,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23422,Medientechnologe/-technologin Druckverarbeitung,Bundesrecht,Nicht reglementiert,Frauen,Verfahren beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23422,Medientechnologe/-technologin Druckverarbeitung,Bundesrecht,Nicht reglementiert,Frauen,Positiv beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23422,Medientechnologe/-technologin Druckverarbeitung,Bundesrecht,Nicht reglementiert,Frauen,teilweise Gleichwertigkeit,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23422,Medientechnologe/-technologin Druckverarbeitung,Bundesrecht,Nicht reglementiert,Männer,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23422,Medientechnologe/-technologin Druckverarbeitung,Bundesrecht,Nicht reglementiert,Männer,Verfahren beschieden,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23422,Medientechnologe/-technologin Druckverarbeitung,Bundesrecht,Nicht reglementiert,Männer,Positiv beschieden,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23422,Medientechnologe/-technologin Druckverarbeitung,Bundesrecht,Nicht reglementiert,Männer,positiv - volle Gleichwertigkeit,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23422,Medientechnologe/-technologin Druckverarbeitung,Bundesrecht,Nicht reglementiert,Männer,teilweise Gleichwertigkeit,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23422,Buchbinder/in,Bundesrecht,Nicht reglementiert,Frauen,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23422,Buchbinder/in,Bundesrecht,Nicht reglementiert,Frauen,Verfahren beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23422,Buchbinder/in,Bundesrecht,Nicht reglementiert,Frauen,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",23422,Buchbinder/in,Bundesrecht,Nicht reglementiert,Frauen,positiv - volle Gleichwertigkeit,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24112,Verfahrenstechnologe/-technologin Metall,Bundesrecht,Nicht reglementiert,Männer,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24112,Verfahrenstechnologe/-technologin Metall,Bundesrecht,Nicht reglementiert,Männer,Verfahren beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24112,Verfahrenstechnologe/-technologin Metall,Bundesrecht,Nicht reglementiert,Männer,Positiv beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24112,Verfahrenstechnologe/-technologin Metall,Bundesrecht,Nicht reglementiert,Männer,teilweise Gleichwertigkeit,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24112,Verfahrenstechnologe/-technologin Metall,Bundesrecht,Nicht reglementiert,Männer,sonstige Erledigung/ Verfahren ohne Bescheid beendet,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24132,Gießereimechaniker/in,Bundesrecht,Nicht reglementiert,Männer,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24132,Gießereimechaniker/in,Bundesrecht,Nicht reglementiert,Männer,Verfahren beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24132,Gießereimechaniker/in,Bundesrecht,Nicht reglementiert,Männer,Positiv beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24132,Gießereimechaniker/in,Bundesrecht,Nicht reglementiert,Männer,positiv - volle Gleichwertigkeit,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24132,Gießereimechaniker/in,Bundesrecht,Nicht reglementiert,Männer,teilweise Gleichwertigkeit,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Fachkraft für Metalltechnik,Bundesrecht,Nicht reglementiert,Frauen,Insgesamt,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Fachkraft für Metalltechnik,Bundesrecht,Nicht reglementiert,Frauen,Verfahren beschieden,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Fachkraft für Metalltechnik,Bundesrecht,Nicht reglementiert,Frauen,Positiv beschieden,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Fachkraft für Metalltechnik,Bundesrecht,Nicht reglementiert,Frauen,positiv - volle Gleichwertigkeit,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Fachkraft für Metalltechnik,Bundesrecht,Nicht reglementiert,Frauen,teilweise Gleichwertigkeit,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Fachkraft für Metalltechnik,Bundesrecht,Nicht reglementiert,Frauen,noch keine Entscheidung,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Fachkraft für Metalltechnik,Bundesrecht,Nicht reglementiert,Männer,Insgesamt,399
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Fachkraft für Metalltechnik,Bundesrecht,Nicht reglementiert,Männer,Verfahren beschieden,369
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Fachkraft für Metalltechnik,Bundesrecht,Nicht reglementiert,Männer,Positiv beschieden,363
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Fachkraft für Metalltechnik,Bundesrecht,Nicht reglementiert,Männer,positiv - volle Gleichwertigkeit,282
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Fachkraft für Metalltechnik,Bundesrecht,Nicht reglementiert,Männer,teilweise Gleichwertigkeit,81
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Fachkraft für Metalltechnik,Bundesrecht,Nicht reglementiert,Männer,negativ beschieden,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Fachkraft für Metalltechnik,Bundesrecht,Nicht reglementiert,Männer,sonstige Erledigung/ Verfahren ohne Bescheid beendet,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Fachkraft für Metalltechnik,Bundesrecht,Nicht reglementiert,Männer,noch keine Entscheidung,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Metalltechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Metalltechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,Verfahren beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Metalltechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,Positiv beschieden,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24202,Metalltechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Männer,sonstige Erledigung/ Verfahren ohne Bescheid beendet,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24212,Stanz- und Umformmechaniker/in,Bundesrecht,Nicht reglementiert,Männer,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24212,Stanz- und Umformmechaniker/in,Bundesrecht,Nicht reglementiert,Männer,Verfahren beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24212,Stanz- und Umformmechaniker/in,Bundesrecht,Nicht reglementiert,Männer,Positiv beschieden,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24212,Stanz- und Umformmechaniker/in,Bundesrecht,Nicht reglementiert,Männer,teilweise Gleichwertigkeit,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",24212,Stanz- und Umformmechaniker/in,Bundesrecht,Nicht reglementiert,Männer,noch keine Entscheidung,0
