Origin country (code),Origin country (name),Host country (code),Host country (name),Profession,Year from,Year to,Establishment,Type of decision,Pos/Neg/Neutral,Total,Recognition,Qualification/Training,Qualification level,Isco code 1,Isco label 1
FR,France,DE,Germany,Lawyer/Barrister/Solicitor,2016,2016,Yes,Positive after aptitude test (general system),+,6,Sectoral professions Annex V - automatic recognition,,,2611,Lawyers
FR,France,DE,Germany,Psychotherapist,2012,2012,Yes,Positive after aptitude test (general system),+,2,Sectoral professions Annex V - automatic recognition,,,2634,Psychologists
FR,France,DE,Germany,Hairdresser / Barber /Wig-maker,2011,2011,Yes,Positive after aptitude test (general system),+,2,Sectoral professions Annex V - automatic recognition,,,5141,Hairdressers
FR,France,DE,Germany,Child care worker,2011,2011,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
FR,France,DE,Germany,Secondary school teacher,2011,2011,Yes,Positive after aptitude test (general system),+,7,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Auditor (other than financial),2011,2011,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,,
FR,France,DE,Germany,Lawyer/Barrister/Solicitor,2011,2011,Yes,Positive after aptitude test (general system),+,2,Sectoral professions Annex V - automatic recognition,,,2611,Lawyers
FR,France,DE,Germany,Baker/Pastry maker,2010,2010,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,7512,"Bakers, pastry-cooks and confectionery makers"
FR,France,DE,Germany,Secondary school teacher,2012,2012,Yes,Positive after aptitude test (general system),+,2,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Metal caster / Foundry worker,2010,2010,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,7211,Metal moulders and coremakers
FR,France,DE,Germany,Secondary school teacher,2008,2008,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Lawyer/Barrister/Solicitor,2010,2010,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2611,Lawyers
FR,France,DE,Germany,Wooden furniture maker,2009,2009,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,7522,Cabinet-makers and related workers
FR,France,DE,Germany,Secondary school teacher,2009,2009,Yes,Positive after aptitude test (general system),+,2,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Lawyer/Barrister/Solicitor,2009,2009,Yes,Positive after aptitude test (general system),+,6,Sectoral professions Annex V - automatic recognition,,,2611,Lawyers
FR,France,DE,Germany,Patent Agent / Trademark agent,2009,2009,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,3339,Business services agents not elsewhere classified
FR,France,DE,Germany,Lawyer/Barrister/Solicitor,2008,2008,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2611,Lawyers
FR,France,DE,Germany,Patent Agent / Trademark agent,2008,2008,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,3339,Business services agents not elsewhere classified
FR,France,DE,Germany,Speech and language therapist,2007,2007,Yes,Positive after aptitude test (general system),+,2,Sectoral professions Annex V - automatic recognition,,,2266,Audiologists and speech therapists
FR,France,DE,Germany,Secondary school teacher,2007,2007,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Lawyer/Barrister/Solicitor,2007,2007,Yes,Positive after aptitude test (general system),+,4,Sectoral professions Annex V - automatic recognition,,,2611,Lawyers
FR,France,DE,Germany,Auditor (other than financial),2005,2006,Yes,Positive after aptitude test (general system),+,2,Sectoral professions Annex V - automatic recognition,,,,
FR,France,DE,Germany,Secondary school teacher,2005,2006,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Lawyer/Barrister/Solicitor,2005,2006,Yes,Positive after aptitude test (general system),+,2,Sectoral professions Annex V - automatic recognition,,,2611,Lawyers
FR,France,DE,Germany,Auditor (other than financial),2003,2004,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,,
FR,France,DE,Germany,Lawyer/Barrister/Solicitor,2003,2004,Yes,Positive after aptitude test (general system),+,2,Sectoral professions Annex V - automatic recognition,,,2611,Lawyers
FR,France,DE,Germany,Secondary school teacher,2003,2004,Yes,Positive after aptitude test (general system),+,4,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Engineer,2001,2002,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
FR,France,DE,Germany,Secondary school teacher,2001,2002,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Lawyer/Barrister/Solicitor,2001,2002,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2611,Lawyers
FR,France,DE,Germany,Auditor (other than financial),1999,2000,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,,
FR,France,DE,Germany,Lawyer/Barrister/Solicitor,1999,2000,Yes,Positive after aptitude test (general system),+,4,Sectoral professions Annex V - automatic recognition,,,2611,Lawyers
FR,France,DE,Germany,Auditor (other than financial),1997,1998,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,,
FR,France,DE,Germany,Lawyer/Barrister/Solicitor,1997,1998,Yes,Positive after aptitude test (general system),+,2,Sectoral professions Annex V - automatic recognition,,,2611,Lawyers
FR,France,DE,Germany,Child care worker,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
FR,France,DE,Germany,Doctor of Medicine,2019,2019,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
FR,France,DE,Germany,Doctor of Medicine,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
FR,France,DE,Germany,Child care worker,2023,2023,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
FR,France,DE,Germany,Special needs teacher,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,2352,Special needs teachers
FR,France,DE,Germany,Engineer,2019,2019,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
FR,France,DE,Germany,Child care worker,2019,2019,Yes,Positive Automatic General System (no compensation measures imposed),+,15,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
FR,France,DE,Germany,Child care worker,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
FR,France,DE,Germany,Architect,2019,2019,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
FR,France,DE,Germany,Secondary school teacher,2023,2023,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Engineer,2023,2023,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
FR,France,DE,Germany,Nurse,2022,2022,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
FR,France,DE,Germany,Secondary school teacher,2022,2022,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Engineer,2022,2022,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
FR,France,DE,Germany,Architect,2022,2022,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
FR,France,DE,Germany,Lawyer/Barrister/Solicitor,2022,2022,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,2611,Lawyers
FR,France,DE,Germany,Nursing Assistants and Health Care Assistants,2021,2021,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,,
FR,France,DE,Germany,Child care worker,2021,2021,Yes,Positive Automatic General System (no compensation measures imposed),+,9,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
FR,France,DE,Germany,Child care worker,2020,2020,Yes,Positive Automatic General System (no compensation measures imposed),+,9,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
FR,France,DE,Germany,Doctor of Medicine,2021,2021,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
FR,France,DE,Germany,Architect,2020,2020,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
FR,France,DE,Germany,Secondary school teacher,2020,2020,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Nurse,2020,2020,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
FR,France,DE,Germany,Engineer,2020,2020,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
FR,France,DE,Germany,Radiographer / Radiotherapist,2020,2020,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,3211,Medical imaging and therapeutic equipment technicians
FR,France,DE,Germany,Medical/Biomedical  laboratory technician,2020,2020,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,3212,Medical and pathology laboratory technicians 
FR,France,DE,Germany,Secondary school teacher,2021,2021,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Engineer,2021,2021,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
FR,France,DE,Germany,Radiographer / Radiotherapist,2015,2015,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,3211,Medical imaging and therapeutic equipment technicians
FR,France,DE,Germany,Nursing Assistants and Health Care Assistants,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,,
FR,France,DE,Germany,Doctor of Medicine,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
FR,France,DE,Germany,Nurse,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
FR,France,DE,Germany,Secondary school teacher,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,9,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Architect,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
FR,France,DE,Germany,Doctor of Medicine,2015,2015,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
FR,France,DE,Germany,Nurse,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
FR,France,DE,Germany,Engineer,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
FR,France,DE,Germany,Engineer,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
FR,France,DE,Germany,Occupational therapist,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,2269,Health professionals not elsewhere classified
FR,France,DE,Germany,Nursing Assistants and Health Care Assistants,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,,
FR,France,DE,Germany,Midwife,2012,2012,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
FR,France,DE,Germany,Medical/Biomedical  laboratory technician,2012,2012,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,3212,Medical and pathology laboratory technicians 
FR,France,DE,Germany,Nursing Assistants and Health Care Assistants,2012,2012,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,,
FR,France,DE,Germany,Hairdresser / Barber /Wig-maker,2010,2010,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,5141,Hairdressers
FR,France,DE,Germany,Child care worker,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,10,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
FR,France,DE,Germany,Secondary school teacher,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,28,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Speech and language therapist,2010,2010,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,2266,Audiologists and speech therapists
FR,France,DE,Germany,Nursing Assistants and Health Care Assistants,2010,2010,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,,
FR,France,DE,Germany,Secondary school teacher,2012,2012,Yes,Positive Automatic General System (no compensation measures imposed),+,10,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Secondary school teacher,2008,2008,Yes,Positive Automatic General System (no compensation measures imposed),+,11,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Secondary school teacher,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,15,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Child care worker,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,12,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
FR,France,DE,Germany,Midwife,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
FR,France,DE,Germany,Speech and language therapist,2008,2008,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,2266,Audiologists and speech therapists
FR,France,DE,Germany,Doctor of Medicine,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,9,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
FR,France,DE,Germany,Car mechanic,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,7231,Motor vehicle mechanics and repairers
FR,France,DE,Germany,Secondary school teacher,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,8,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Medical/Biomedical  laboratory technician,2008,2008,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,3212,Medical and pathology laboratory technicians 
FR,France,DE,Germany,Physiotherapist,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
FR,France,DE,Germany,Butcher / Butchery,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,7511,"Butchers, fishmongers and related food preparers"
FR,France,DE,Germany,Pharmaceutical technician/Pharmaceutical assistant,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,3213,Pharmaceutical technicians and assistants
FR,France,DE,Germany,Nursing Assistants and Health Care Assistants,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,,
FR,France,DE,Germany,Physiotherapist,2008,2008,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
FR,France,DE,Germany,Secondary school teacher,2007,2007,Yes,Positive Automatic General System (no compensation measures imposed),+,11,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Child care worker,2007,2007,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
FR,France,DE,Germany,Medical/Biomedical  laboratory technician,2007,2007,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,3212,Medical and pathology laboratory technicians 
FR,France,DE,Germany,Architect,2007,2007,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
FR,France,DE,Germany,Secondary school teacher,2005,2006,Yes,Positive Automatic General System (no compensation measures imposed),+,12,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Landscape architect / designer,2005,2006,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,2162,Landscape architects
FR,France,DE,Germany,Secondary school teacher,2003,2004,Yes,Positive Automatic General System (no compensation measures imposed),+,13,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Physiotherapist,2003,2004,Yes,Positive Automatic General System (no compensation measures imposed),+,5,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
FR,France,DE,Germany,Dietician,2003,2004,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,2265,Dieticians and nutritionists
FR,France,DE,Germany,Masseur/Massage therapist/Spa therapist,2003,2004,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,3255,Physiotherapy technicians and assistants
FR,France,DE,Germany,Engineer,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
FR,France,DE,Germany,Pharmaceutical technician/Pharmaceutical assistant,2001,2002,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,3213,Pharmaceutical technicians and assistants
FR,France,DE,Germany,Radiographer / Radiotherapist,2001,2002,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,3211,Medical imaging and therapeutic equipment technicians
FR,France,DE,Germany,Physiotherapist,2001,2002,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
FR,France,DE,Germany,Speech and language therapist,2001,2002,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,2266,Audiologists and speech therapists
FR,France,DE,Germany,Landscape architect / designer,2001,2002,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,2162,Landscape architects
FR,France,DE,Germany,Secondary school teacher,2001,2002,Yes,Positive Automatic General System (no compensation measures imposed),+,11,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Radiographer / Radiotherapist,1999,2000,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,3211,Medical imaging and therapeutic equipment technicians
FR,France,DE,Germany,Physiotherapist,1999,2000,Yes,Positive Automatic General System (no compensation measures imposed),+,4,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
FR,France,DE,Germany,Nurse,1999,2000,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,Specialist nurse training (national training requirements),,2221,Nursing professionals
FR,France,DE,Germany,Speech and language therapist,1999,2000,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,2266,Audiologists and speech therapists
FR,France,DE,Germany,Interior designer-architect,1999,2000,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,3432,Interior designers and decorators
FR,France,DE,Germany,Engineer,1999,2000,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
FR,France,DE,Germany,Secondary school teacher,1999,2000,Yes,Positive Automatic General System (no compensation measures imposed),+,8,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
FR,France,DE,Germany,Physiotherapist,1997,1998,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
FR,France,DE,Germany,Nurse,1997,1998,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,Specialist nurse training (national training requirements),,2221,Nursing professionals
FR,France,DE,Germany,Speech and language therapist,1997,1998,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,2266,Audiologists and speech therapists
FR,France,DE,Germany,Optician (Dispensing optician),1997,1998,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,3254,Dispensing opticians
FR,France,DE,Germany,Dental technician,1997,1998,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,3214,Medical and dental prosthetic technicians
FR,France,DE,Germany,Interior designer-architect,1997,1998,Yes,Positive Automatic General System (no compensation measures imposed),+,4,Sectoral professions Annex V - automatic recognition,,,3432,Interior designers and decorators
HR,Croatia,DE,Germany,Dental Practitioner,2016,2016,Yes,Negative partial access,-,3,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
HR,Croatia,DE,Germany,Nursing Assistants and Health Care Assistants,2020,2020,Yes,Positive partial access,+,3,Sectoral professions Annex V - automatic recognition,,,,
HR,Croatia,DE,Germany,Engineer,2018,2018,Yes,Positive partial access,+,3,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
HR,Croatia,DE,Germany,Air conditioning technician/Heating/Central heating technician/installer/repairer/Maintenance-Installation of ventilation equipment,2023,2023,No,Declarations received by the host country (Art. 7.1)- except cases covered by Art. 7.4,0,3,Sectoral professions Annex V - automatic recognition,,,7127,Air conditioning and refrigeration mechanics
HR,Croatia,DE,Germany,Hairdresser / Barber /Wig-maker,2023,2023,No,Declarations received by the host country (Art. 7.1)- except cases covered by Art. 7.4,0,3,Sectoral professions Annex V - automatic recognition,,,5141,Hairdressers
HR,Croatia,DE,Germany,Electrician / Senior electrician /Specialised electrician,2023,2023,No,Declarations received by the host country (Art. 7.1)- except cases covered by Art. 7.4,0,6,Sectoral professions Annex V - automatic recognition,,,7411,Building and related electricians
HR,Croatia,DE,Germany,Air conditioning technician/Heating/Central heating technician/installer/repairer/Maintenance-Installation of ventilation equipment,2021,2021,No,Declarations received by the host country (Art. 7.1)- except cases covered by Art. 7.4,0,3,Sectoral professions Annex V - automatic recognition,,,7127,Air conditioning and refrigeration mechanics
HR,Croatia,DE,Germany,Scaffolder,2019,2019,No,Declarations received by the host country (Art. 7.1)- except cases covered by Art. 7.4,0,3,Sectoral professions Annex V - automatic recognition,,,7119,Building frame and related trades workers not elsewhere classified
HR,Croatia,DE,Germany,Electrician / Senior electrician /Specialised electrician,2022,2022,No,Declarations received by the host country (Art. 7.1)- except cases covered by Art. 7.4,0,3,Sectoral professions Annex V - automatic recognition,,,7411,Building and related electricians
HR,Croatia,DE,Germany,Electrician / Senior electrician /Specialised electrician,2021,2021,No,Declarations received by the host country (Art. 7.1)- except cases covered by Art. 7.4,0,3,Sectoral professions Annex V - automatic recognition,,,7411,Building and related electricians
HR,Croatia,DE,Germany,Doctor of Medicine,2019,2019,Yes,Positive Automatic Sectoral Professions ,+,30,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
HR,Croatia,DE,Germany,Doctor of Medicine,2018,2018,Yes,Positive Automatic Sectoral Professions ,+,27,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
HR,Croatia,DE,Germany,Doctor of Medicine,2023,2023,Yes,Positive Automatic Sectoral Professions ,+,63,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
HR,Croatia,DE,Germany,Pharmacist,2023,2023,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
HR,Croatia,DE,Germany,Pharmacist,2017,2017,Yes,Positive Automatic Sectoral Professions ,+,6,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
HR,Croatia,DE,Germany,Nurse,2019,2019,Yes,Positive Automatic Sectoral Professions ,+,129,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
HR,Croatia,DE,Germany,Dental Practitioner,2019,2019,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
HR,Croatia,DE,Germany,Veterinary Surgeon,2019,2019,Yes,Positive Automatic Sectoral Professions ,+,6,Sectoral professions Annex V - automatic recognition,Veterinary Surgeon training (Article 38 of Directive 2005/36/EC),,2250,Veterinarians
HR,Croatia,DE,Germany,Veterinary Surgeon,2017,2017,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Veterinary Surgeon training (Article 38 of Directive 2005/36/EC),,2250,Veterinarians
HR,Croatia,DE,Germany,Veterinary Surgeon,2016,2016,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Veterinary Surgeon training (Article 38 of Directive 2005/36/EC),,2250,Veterinarians
HR,Croatia,DE,Germany,Veterinary Surgeon,2015,2015,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Veterinary Surgeon training (Article 38 of Directive 2005/36/EC),,2250,Veterinarians
